"count","id","value","long","lat","time"
"409","94416506","theyve confirmed fast and furious 8 omg omg.omg omg yes omg... just two more year to wait  ","-1.670865","54.940184","2015-04-24 10:52:45.336000"
"410","67048126","          .. ","-1.621786","55.023865","2015-04-24 10:52:27.679000"
"411","3023487461","nigel farage, deputy prime minister #mygreatestfearin5words ","-1.435249","54.996567","2015-04-24 10:52:25.023000"
"412","402099359","need me barnet cut http://t.co/5w2tlukjim ","-1.575989","54.93756","2015-04-24 10:51:45.445000"
"413","208462057","@htc_uk done, thanks. still think the phone is not as good as predecessors ","-1.758135","54.992666","2015-04-24 10:51:43.352000"
"414","2995702013","@joanne_argent welcome and morning jo xxx ","-1.504731","54.899096","2015-04-24 10:51:42.898000"
"415","46654619","@itvthismorning loving the friendly bickering and banter between @eamonnholmes and @ruthieel this morning, its funny and entertaining. ","-1.608382","54.959315","2015-04-24 10:51:25.351000"
"416","2408979468","on hold to #hmrc again, normally 30 minutes plus!! why not employ more people? ","-1.55994","55.126524","2015-04-24 10:51:21.211000"
"417","2790830564","@sarahald7_ cuuuuuttteeee ","-1.614583","54.977717","2015-04-24 10:50:59.742000"
"418","1172117928","@chloecameron_  how much is it heard its a good price ","-1.374889","54.911965","2015-04-24 10:50:41.898000"
"419","302656038","need someone to do the lovely deed of taking me to mcdonalds..hint hint @sophbridgewater @chaniseramshaw ","-1.554949","54.93475","2015-04-24 10:50:32.883000"
"420","24691854","@chelley74 canna wait ! och aye ","-1.390329","54.904267","2015-04-24 10:50:31.305000"
"421","703175306","its a bit george michael today like ","-1.588743","54.920699","2015-04-24 10:50:31.101000"
"422","2995702013","#followfriday @katherinerunion ","-1.504763","54.899489","2015-04-24 10:49:54.352000"
"423","557578522","#ssnhq arsenal ","-1.419659","54.907417","2015-04-24 10:49:45.758000"
"424","2995702013","#followfriday @stephenness2  @xloudayx @goodwitch5 @tonysheps @z7zz7 @starfortuna @estrella51ahora @rachaelswayne @rakel772raquel ","-1.504735","54.89948","2015-04-24 10:49:36.524000"
"425","163848137","newcastle is a pretty neat place. feels like something out of a movie ","-1.615381","54.969457","2015-04-24 10:49:21.009000"
"426","221860046","waiting for the sun to come round to the back garden is proving more difficult than imagined. i want to go outside! ","-1.731928","54.956013","2015-04-24 10:49:18.509000"
"427","59254746","is it bad that im considering cracking open a can at this time?! ","-1.597544","54.990951","2015-04-24 10:48:47.040000"
"428","89197022","they seem to be inventing a new language ","-1.510051","54.922993","2015-04-24 10:48:38.400000"
"429","550158282"," (@ newcastle business school - @nbsnu in newcastle upon tyne, tyne and wear) https://t.co/jusjj413j6 ","-1.604412","54.975101","2015-04-24 10:48:01.369000"
"430","367330246","@adamclery did you build an office in your room? by the way, will drop in my season ticket on route to my mams tonight. ","-1.930849","54.953547","2015-04-24 10:47:59.853000"
"431","89197022","listening to parlour and cascarino on @skysportsnewshq is making my ears bleed. ","-1.510054","54.922995","2015-04-24 10:47:56.010000"
"432","1551715754","was red as fuck last night off the sun yesterday. woke up and ive turned a little brown. woooo!!  ","-1.504155","54.912419","2015-04-24 10:47:39.259000"
"433","2995702013","@dawnrgraham always welcome and good morning xxx ","-1.504736","54.899525","2015-04-24 10:47:32.916000"
"434","92091255","i think someone needs to teach me how to play it cool  ","-1.399154","54.906862","2015-04-24 10:47:18.181000"
"435","997790742","public service announcement: sweater vests are not ok people ","-1.620211","55.103637","2015-04-24 10:47:06.009000"
"436","2995702013","@lisabunny44 always welcome ms bunny xxx ","-1.504725","54.899513","2015-04-24 10:47:06.009000"
"437","2882809211","watch our video by clicking the link
below #sunderlandecho salvagehunters #architectural https://t.co/upmnffmkyi ","-1.420424","54.947565","2015-04-24 10:47:01.416000"
"438","2370903532","@vodafoneuk why have i been waiting for you to import my number from another network for two weeks, ","-1.386607","54.902806","2015-04-24 10:46:45.978000"
"439","261379166","#eurovision only a month left until we embrace the madness for a 60th time ","-1.62738","54.96765","2015-04-24 10:46:45.056000"
"440","2995702013","#followfriday @tfb_laurenarren @laura_sex_sage @ltrammell1963 @jilliemary @jlyn3011 @blossyhilllynne @lily23love1 @lynnannem @prorookiemc ","-1.504815","54.899524","2015-04-24 10:46:33.822000"
"441","20445457","working on my redneck tan. i will have a brown arm this year. http://t.co/mex8zdkadt ","-1.47828","54.820624","2015-04-24 10:46:31.837000"
"442","206781292","@zanenicolson hahaa thanks zane, see you tomorrow x ","-1.620357","54.970197","2015-04-24 10:46:22.618000"
"443","163848137","@inceptiontimerb would be down for what ever just let me know ","-1.615313","54.969479","2015-04-24 10:46:08.025000"
"444","206781292","@craigymac86 hahaha youre some boy, thank you mr xxx ","-1.620329","54.970199","2015-04-24 10:45:51.571000"
"445","206781292","@ucagu thank you xxx ","-1.620329","54.970199","2015-04-24 10:45:30.618000"
"446","317212926","poo stained water dripping down the walls at 143! #poogate ","-1.605687","54.995406","2015-04-24 10:45:28.400000"
"447","206781292","@amyevansssx aw thank you amy  ","-1.620368","54.970226","2015-04-24 10:45:21.071000"
"448","412606721","@hussain2705 im at exercise for less i just need to start going again hahaha ","-1.409698","54.89245","2015-04-24 10:45:20.275000"
"449","104593034","in love with @nickjonas song jealous  ","-1.425906","54.983259","2015-04-24 10:45:13.306000"
"450","70973133","#cctv shows #cloud rape suspect #stalking woman before #brutal #attack on #teenager http://t.co/yxjgoz9z65 ","-1.48475","55.019252","2015-04-24 10:44:28.368000"
"451","3126555185","hahahaha https://t.co/mh2dhonbz8 ","-1.519333","55.120852","2015-04-24 10:44:27.400000"
"452","20583877","call me old-fashioned - and a terrible dad - but it might be more effective if it said @patglassnwd or #votelabour http://t.co/bfjx1jys95 ","-1.853981","54.871034","2015-04-24 10:44:25.306000"
"453","95204285","#sunderland #washington #coalfields #registeredcharities #smes http://t.co/h0azceshfz 3k broadband grant #boostyourbusiness ","-1.383466","54.900756","2015-04-24 10:44:15.915000"
"454","89197022","@dean1411 @sunderlanduk the colours and reflections are absolutely superb . you sure you were on the quay and not plodging in the river?  ","-1.510084","54.922997","2015-04-24 10:43:54.103000"
"455","1559890170","i just melted peanut butter in the microwave and poured it over my cereal and it was the best thing ive ever done ","-1.628959","54.979778","2015-04-24 10:43:10.338000"
"456","68096320","having 5 in the sun  (@ cat and dog steps in sunderland) https://t.co/zhewno75lg ","-1.365924","54.92907","2015-04-24 10:43:04.713000"
"457","1083591308","right well am sick of chloebroome being an ignorant spaka but replying to the 403 lads she has on the go ","-1.468429","55.002621","2015-04-24 10:42:44.666000"
"458","310756669","http://t.co/vouqw72hyi ","-1.517352","54.968202","2015-04-24 10:42:35.572000"
"459","3126555185","@gamerz_connect me to but i still do the raids need fatebringer before dlc so i can have it at 365 ","-1.519333","55.120853","2015-04-24 10:42:33.541000"
"460","254713739","@sundayshoutsfc @not_motd @sj_denis @hazardoushanlon @39mossman ","-1.587182","54.980335","2015-04-24 09:15:03.541000"
"461","1444135279","we so badly need your services in the north east, far too few pupils learn languages uk, hon j ramsbotham in opening session #iticonf15 ","-1.6075","54.965316","2015-04-24 09:14:48.620000"
"462","219587176","@siti_pikah eh mana ada buat sendiri ni  ","-1.602061","54.963172","2015-04-24 09:14:47.932000"
"463","19949665","@britboi_lou @flyingjnai @cupid_boy86 to be sure, but is still like r to see so i can check  ","-1.497818","54.978129","2015-04-24 09:14:24.245000"
"464","2859980990","#iticonf15 there are still slots to have a go interpreting in the interpreting booths - just pop by if you want to have a go! ","-1.605816","54.965921","2015-04-24 09:14:13.526000"
"465","84674369","@arrivanortheast a happy friday to you too! hows the timetable today ? #traffic ","-1.517093","54.924094","2015-04-24 09:14:01.354000"
"466","466706246","very excited for tonight @selinacatherall &amp; @carriieeeeee  ","-1.612354","54.975157","2015-04-24 09:13:34.869000"
"467","274521432","@gonortheast had no need to leave any earlier than the time stated on the timetable. 2/2 ","-1.519784","54.857525","2015-04-24 09:12:56.588000"
"468","837255026","@georgiayoungx wtf ","-1.435075","54.991284","2015-04-24 09:12:53.932000"
"469","781007724","someone said mrs collins is r.i.p.

out of nowhere someone shouts haha is she deed this reg class man  ","-1.547586","55.123147","2015-04-24 09:12:32.604000"
"470","579405237","working from home so i can wear what i want http://t.co/pd5ap32xp8 ","-1.608921","54.948839","2015-04-24 09:12:32.339000"
"471","855931046","@viperio_decoyy @tcm_shane he doesnt follow me dont worry :) ","-1.451846","55.022483","2015-04-24 09:12:27.511000"
"472","581532972","@janeinbetweener #classy lass in the inbetweeners but also in #plebs , love it :-) ","-1.697968","54.938675","2015-04-24 09:12:17.542000"
"473","2366600403","im sick to death of being alive and living a shit life ","-1.556646","55.096425","2015-04-24 09:12:11.683000"
"474","274521432","@gonortheast but why then have a departure time? i could understand if the bus was mid journey but heworth is at the start. the driver 1/2 ","-1.504979","54.861438","2015-04-24 09:12:04.042000"
"475","312582534","@nigel_farage @ukip @bbcnews  apparently were not talking about defence http://t.co/hmouzn4wkn ","-1.411161","54.930672","2015-04-24 09:12:00.292000"
"476","145756944","@bbciplayer what is happening about fixing the android app.  it will not stream anything!  check the comments on #googleplay.  #frustrated ","-1.539988","54.900061","2015-04-24 09:11:46.526000"
"477","354000276","@deven_rees hahaha  ","-1.735551","54.97333","2015-04-24 09:11:38.370000"
"478","335143847","fucking skint me, wish the 30th would hurry up  ","-1.534459","55.134776","2015-04-24 09:11:36.823000"
"479","260138565","@bunityooo thanks barry. regards the veteran ","-1.606436","54.992354","2015-04-24 09:11:26.823000"
"480","577045362","@heatonstan i heard his new deal included an extra kebab a week!!! #worldsgonemad ","-1.596547","55.010822","2015-04-24 09:11:26.823000"
"481","1372701343","@paddypower fiorentina ","-1.418293","54.90804","2015-04-24 09:11:17.495000"
"482","335143847","@liamscott4 fuckoff ","-1.534459","55.134776","2015-04-24 09:11:09.807000"
"483","19949665","@flyingjnai as one of my old captains used to say run the fuck away. ","-1.497817","54.978134","2015-04-24 09:10:52.010000"
"484","58798011","@dazglanville sounds like a breakfast meeting needed then! btw happy to cancel the large cake debt after last night! ","-1.623426","55.006711","2015-04-24 09:10:32.745000"
"485","2366600403","@dailyzalfie not around my house nope ","-1.533964","55.102424","2015-04-24 09:10:23.307000"
"486","23305889","@ad_williams69 11 this morning mate. ","-1.449553","54.993742","2015-04-24 09:01:35.285000"
"487","1006380079","temp:13.9c  
high:13.9c  
low:6.8c
wind:2.2mph sw
gust:9.2mph
pressure: 1001.3 
rain: 0.0mm.  
#wallsend ","-1.544167","54.999444","2015-04-24 09:01:12.613000"
"488","617362802","@marcjwallace then keep urself awake all day and crash tonight at normal oclock ;) xoxo ","-1.447872","54.814382","2015-04-24 09:01:07.300000"
"489","184926151","welcome @itsjust_true to my wild&amp;wacky compost heap of #msquirks &amp; the mighty, mighty potters #scfc #ichallengems http://t.co/xhacwlppmc ","-1.504508","55.039001","2015-04-24 09:01:05.487000"
"490","41438641","on route to hexham :) #train #newcastle #newcastleupontyne #tynebridge #thesage #vsco #vscocam @ https://t.co/pirqvygfmg ","-1.6171","54.9686","2015-04-24 09:01:01.222000"
"491","411351877","last class for this semester . (@ lipman building in newcastle upon tyne, tyne &amp; wear) https://t.co/gt4mkghlzn ","-1.608269","54.979861","2015-04-24 09:01:00.675000"
"492","206781292","@iyisham thank you iyisha  ","-1.620326","54.970272","2015-04-24 09:00:49.659000"
"493","29651269","@alikqvc morning ali xx ","-1.432166","54.986374","2015-04-24 09:00:46.456000"
"494","469545694","@mickynicholson @mickywatt twice in 23 ","-1.442186","54.881693","2015-04-24 09:00:35.987000"
"495","2494346363","best #makethemost of this decent #weather!  #carpediem  ","-1.694969","55.171391","2015-04-24 09:00:34.143000"
"496","447989327","@mpd_help hi what time are the phone lines open? trying to put my new order in ","-1.682304","54.856923","2015-04-24 09:00:33.174000"
"497","206781292","@jonmcinally7 whats the granny about? hahaha im 20  thanks xxx ","-1.620392","54.97017","2015-04-24 09:00:32.690000"
"498","59254746","@stephanienala happy birthday! hope you have a great day xxx ","-1.59758","54.990928","2015-04-24 09:00:24.487000"
"499","617362802","@markbickleyart my pleasure xoxo ","-1.447899","54.814391","2015-04-24 09:00:20.580000"
"500","2790830564"," ","-1.619821","54.968948","2015-04-24 09:00:19.080000"
"501","368346375","temp: 16.4c wind:0.7mph pressure: 997.3hpa falling slowly rain today 0.0mm. forecast: stormy, much precipitation ","-1.490833","54.961667","2015-04-24 09:00:01.002000"
"502","713272098","@thomasa_m im that good man  ","-1.40018","54.873763","2015-04-24 08:59:59.423000"
"503","617362802","@napalierox and toes lol xoxo ","-1.447899","54.814391","2015-04-24 08:59:58.720000"
"504","2303230233","go subscribe to the best youtuber @romanatwood ","-1.466438","55.048731","2015-04-24 08:59:54.486000"
"505","20784683","temp:17.0c wind:5.9 mph barometer:1007.7 mb rain:0.0 mm humidity:66% #ukweather. ","-1.488889","55.0425","2015-04-24 08:59:53.267000"
"506","873391958","@ukipnortheast who ever wrote the flyers you sent out needs the sack! many spelling errors! vote #ukip for a government that cant spell! ","-1.652335","55.009831","2015-04-24 08:59:51.033000"
"507","2178535066","@greenwellowen shut up ","-1.466074","55.030821","2015-04-24 08:59:46.626000"
"508","617362802","@iamdannysunday my pleasure xoxo ","-1.447898","54.81439","2015-04-24 08:59:42.626000"
"509","84863541","@hollyberryboo fuck off ","-1.624344","54.972122","2015-04-24 08:59:40.001000"
"510","184926151","welcome @qtsfaultinourst to my wild&amp;wacky compost heap of #msquirks &amp;the mighty, mighty potters #scfc # ichallengems http://t.co/n2fieo2l9t ","-1.504538","55.039023","2015-04-24 08:59:37.595000"
"511","2868087210","many of our children come from #horsley #northumberland where it is a bright &amp; sunny start to the day. http://t.co/jp8ppkp0m4 ","-1.797333","54.994774","2015-04-24 08:59:32.251000"
"512","617362802","@drreevesdc thx xoxo ","-1.447901","54.814391","2015-04-24 08:59:23.126000"
"513","206781292","@kennedyadamson thanks kennedy  ","-1.620359","54.970176","2015-04-24 08:59:07.547000"
"514","27609819","@low_brow but how do you audit your factories? do you voluntarily pay a living wage? + article is talking about the industry as a whole. ","-1.446927","55.038272","2015-04-24 08:59:06.344000"
"515","31379804","@lonzawood @lonzzzz next saturday, brahma &amp; dominos  https://t.co/vnffe6pp0c ","-1.609468","55.097799","2015-04-24 08:58:58.750000"
"516","19949665","i feel like crap today. ","-1.497821","54.97814","2015-04-24 08:58:39.374000"
"517","551355291","@sophielamb12 lets have a bbq upstairs  ","-1.574291","54.856674","2015-04-24 08:58:21.843000"
"518","617362802","@tezangivictoria my pleasure xoxo ","-1.447898","54.81439","2015-04-24 08:58:14.343000"
"519","184926151","welcome @guru_doug to my wild&amp;wacky compost heap of #msquirks &amp; the mighty, mighty potters #scfc #ichallengems http://t.co/ebgxte7gri ","-1.504531","55.038954","2015-04-24 08:58:12.405000"
"520","2902057443","one more day at work! big weekend to come.family wedding,down the town bring it on #happydays ","-1.68604","54.984429","2015-04-24 08:58:11.014000"
"521","617362802","@craig_jarrett not to my lot trust me ;) xoxo ","-1.447898","54.81439","2015-04-24 08:58:02.655000"
"522","551355291","@sophielamb12 well hoy a bbq upstairs  ","-1.574044","54.856691","2015-04-24 08:58:02.233000"
"523","2392520408","@chroniclenufc does he actually live here ","-1.691845","54.873974","2015-04-24 08:57:20.325000"
"524","2788074031","why the need for 6or12 week transformations.surely that is  admitting that the training before was not working #fitnessmotivation #fitness ","-1.601328","54.848739","2015-04-24 08:57:16.513000"
"525","617362802","@billy222me my pleasure ","-1.447901","54.814391","2015-04-24 08:57:06.700000"
"526","2494346363","@priceyt @mmmcaffeine @patsykins_x @faireyfluff @steviewood_guc youre making me feel #guilty! im sure youre an #acedad!   ","-1.69528","55.171725","2015-04-24 08:57:06.637000"
"527","184926151","welcome @nutritiionfacts to my wild&amp;wacky compost heap of #msquirks &amp; the mighty, mighty potters #scfc #ichallengems http://t.co/hoxugntm9u ","-1.504558","55.038987","2015-04-24 08:56:48.668000"
"528","335503855","new avengers was good mind, guardians of the galaxy was better though ","-1.524289","55.112606","2015-04-24 08:56:45.059000"
"529","380823517","kick starting my friday with a sunbed followed by a bacon and egg sandwich  ","-1.524563","55.10873","2015-04-24 08:56:29.324000"
"530","40433418","actually havent missed the train today as well, good times ahead ","-1.616526","54.968373","2015-04-24 08:56:09.511000"
"531","918811","@armcannon ...also shmups like to make enemy bullets the same colour as everything else. no thanks ","-1.54627","54.948923","2015-04-24 08:55:53.213000"
"532","2603080248","@neil_tully veterans safely delivered to @jurysinnshotels for @starbucksuk day! @forwardassist1 @chforwardassist http://t.co/0vd0os7vfx ","-1.59514","54.969022","2015-04-24 08:55:46.713000"
"533","421031850","so cant be fucked with starting physio again  ","-1.489048","54.998307","2015-04-24 08:55:38.478000"
"534","2184515259","@georginaamies1 omg 2 years ago since we got kicked out of college because of this school trip buckled  so worth it http://t.co/dyuccyltos ","-1.514838","55.028856","2015-04-24 08:55:38.306000"
"535","184926151","welcome @m3ldy_perry to my wild&amp;wacky compost heap of #msquirks &amp; the mighty, mighty potters #scfc #ichallengems http://t.co/2ese5kgnx1 ","-1.504359","55.038893","2015-04-24 08:55:17.384000"
"536","1413141182","inspired to write again! new blog at http://t.co/ecajqijadf following last nights @businessnland event @blossommarieimg @gillian_begroup ","-1.577363","55.095138","2015-04-24 08:55:01.493000"
"537","263400136","minor a1058 jesmond road in newcastle upon tyne busy but moving inbound at punch bowl traffic lights. ","-1.596921","54.985259","2015-04-24 08:54:53.680000"
"538","20641095","((((aka me crying over tao for a month)))) ","-1.393752","54.903727","2015-04-24 08:54:53.617000"
"539","2494346363","@mmmcaffeine @priceyt @patsykins_x @faireyfluff @steviewood_guc  ","-1.694793","55.171504","2015-04-24 08:54:26.382000"
"540","20641095","but first ive gotta meet one of my lecturers to tell them i havent done any of their work coz i have more important work to do lmao  ","-1.393852","54.903723","2015-04-24 08:54:22.225000"
"541","361396361","@haltosaur more labour #hypocrisy in the worst form  https://t.co/o6ryvqb2yw ","-1.493639","54.979618","2015-04-24 08:54:11.319000"
"542","2446985853","dying to get on omegle ","-1.473263","55.038265","2015-04-24 08:54:05.225000"
"543","1291412022","the best way to start your day xx http://t.co/5yhwmvrrvz ","-1.61637","54.972033","2015-04-24 08:54:01.412000"
"544","2392520408","@brewer_lar hellish   ","-1.691685","54.87404","2015-04-24 08:53:57.365000"
"545","983008386","school is 5 mins from my house and the bus driver has been on a 30 minute detour and i have no idea where i am ","-1.539572","54.887355","2015-04-24 08:53:39.146000"
"546","122410814","feel worse today than i did yesterday  ","-1.38916","54.896782","2015-04-24 08:53:29.458000"
"547","206781292","@92lewispage thanks lewis, ill see you then xx ","-1.620348","54.97016","2015-04-24 08:53:20.458000"
"548","19949665","@cupid_boy86 @britboi_lou im special in certain ways  ","-1.497795","54.978144","2015-04-24 08:53:16.848000"
"549","261379166","... to include him in the squad makes the situation more difficult ","-1.627548","54.967766","2015-04-24 08:53:03.754000"
"550","2422836333","apparently this is what a great occupational therapist looks like haha @otnorthumbriasu @northumbriasu @northumbriauni  @otsamantha ","-1.574047","55.003922","2015-04-24 08:52:59.894000"
"551","103843435","anybody else breath in when they drive between two busses #closeyoureyes ","-1.42713","54.998519","2015-04-24 08:52:50.269000"
"552","206781292","@tashaaalyon thank you babe xxxx ","-1.62043","54.970152","2015-04-24 08:52:45.378000"
"553","261379166","#safc i wonder if johnson will be in the squad tomorrow? even though he is yet to be guilty or not guilty, the charges make the decision ... ","-1.627554","54.967769","2015-04-24 08:52:36.018000"
"554","1383166201","melissa smells and is incorrect ","-1.571123","54.89166","2015-04-24 08:52:34.128000"
"555","2958596357","yes i do to u all xxx https://t.co/mttptdfui9 ","-1.505239","55.004628","2015-04-24 08:52:31.268000"
"556","20641095","gonna be a looooooonggggg day in the library with @kyutieful_ today trying to get some work done on our dissertations and assignments cries ","-1.393864","54.903712","2015-04-24 08:52:30.534000"
"557","1011811424","#sales #job alert: systems sales consultant -... | tyco | #newcastle, tyne and wear http://t.co/fs510jd2gu http://t.co/po25hiugfb ","-1.61778","54.978252","2015-04-24 08:52:29.627000"
"558","2271642231","all that extra overtime was soooo worth it, never had a pay check like dis before  hard work pays well  ","-1.633971","54.820489","2015-04-24 08:52:01.299000"
"559","206781292","@bvhra thank you x ","-1.620394","54.970135","2015-04-24 08:51:28.453000"
"560","206781292","@svandepeear thanks gorgeous  ","-1.620394","54.970135","2015-04-24 08:51:17.047000"
"561","21805300","love when plan comes together on my own in newcastle - was going to watch tv then discover @handsoffgretel are playing down the road  ","-1.603693","54.993072","2015-04-24 08:51:07.921000"
"562","361396361","you going to say ifs is tory propaganda? @haltosaur labour would hit families with 1,000 tax, http://t.co/icbhj8mvrt http://t.co/ymxbefac89 ","-1.444568","54.972718","2015-04-24 08:51:05.702000"
"563","206781292","@kelseyyounggg thank you honey, i shall xxxxx ","-1.620394","54.970135","2015-04-24 08:51:02.124000"
"564","112268604","imagine running a marathon  ","-1.587611","55.102347","2015-04-24 08:50:59.343000"
"565","206781292","@wilkieabbi thanks babes xxxxx ","-1.620382","54.970156","2015-04-24 08:50:52.514000"
"566","19949665","@cupid_boy86 @britboi_lou i suspected it would be. he wont send any pictures so i only have my imagination to go on.  ","-1.497793","54.978159","2015-04-24 08:50:28.779000"
"567","206781292","@smithy__isdead youre a little shit  ","-1.620356","54.970186","2015-04-24 08:50:25.091000"
"568","1288329787","its piano recital day @ the ystudio today. starts at 1pm, 6 all welcome @ymcantyneside ","-1.454865","55.05535","2015-04-24 08:50:18.794000"
"569","59254746","cant remember the last night i slept for more than 3 hours :/ ","-1.597624","54.990995","2015-04-24 08:50:16.700000"
"570","1707999181","yellow wag n over and sev chiffs and a couple of willow w w through garden. #vizmig #garden spotting ","-1.374319","54.952363","2015-04-24 08:50:09.653000"
"571","39726444","@ladyzee70 ooo, thank u girl. hope youre well xx ","-1.638803","54.989165","2015-04-24 08:50:08.512000"
"572","56636397","off at the lambton charity shoot and what a day for it with team @cellsolne @ lambton castle https://t.co/eexa9kcbki ","-1.56784","54.876189","2015-04-24 08:49:56.809000"
"573","59254746","why is the sound on my iphone muffled?  ","-1.597522","54.990913","2015-04-24 08:49:51.558000"
"574","1861481132","#happybirthdaykellin! @kellinquinn love you ","-1.456512","55.022721","2015-04-24 08:49:49.777000"
"575","20641095","only good thing about spring sob~ http://t.co/b76fk9vhgl ","-1.393779","54.903676","2015-04-24 08:49:25.182000"
"576","1251485750","watering the #garden leaves lovely patterns but wish we had a tap /working water butt! #longarm of the volunteer http://t.co/ecgkoeoiiz ","-1.649876","54.984227","2015-04-24 08:49:24.963000"
"577","56368124","#singforjoy #word #isaiah so much to be thankfull for http://t.co/87cwxag0ay ","-1.427262","54.891479","2015-04-24 08:49:11.806000"
"578","37900318","thank you @joelymorrison @dylanmorrison99  for the perfect birthday gift to celebrate what matters most x #family http://t.co/e22qp1neks ","-1.514686","54.973871","2015-04-24 08:49:06.900000"
"579","570364238","@_indiaward we will meet again xxxxx hahaha ","-1.511306","54.909094","2015-04-24 08:48:20.851000"
"580","2392520408","@dfozzy1970 hellish  ","-1.69169","54.874058","2015-04-24 08:47:55.224000"
"581","1031487732","all things go is so deep  ","-1.6327","55.026791","2015-04-24 08:47:47.130000"
"582","39726444","@ladyzee70 an to you my love x ","-1.649873","54.989529","2015-04-24 08:47:42.958000"
"583","2926038952","in the best fucking mood ever wooo  ","-1.420174","54.971224","2015-04-24 08:47:12.285000"
"584","418040303","half of them are the ones coming down the kevi hill  ","-1.693984","55.174265","2015-04-24 08:46:02.359000"
"585","1545482683","monet, monet, monet must be funet in a #gapyah world http://t.co/hgxewtovqs ","-1.81748","54.973393","2015-04-24 08:45:54.609000"
"586","418040303","nothing worse than rude drivers, it takes nothing to wave and be polite  ","-1.693163","55.174195","2015-04-24 08:45:40.717000"
"587","19949665","@britboi_lou @flyingjnai ill be safe then  ","-1.497855","54.978129","2015-04-24 08:45:26.013000"
"588","361396361","@haltosaur  https://t.co/gbswsdqvll ","-1.434579","54.984492","2015-04-24 08:45:25.467000"
"589","1323553825","wouldnt wanna be in a bede uniform today like #blazerweather ","-1.474996","55.083544","2015-04-24 08:45:19.232000"
"590","3126555185","cause theyre shit https://t.co/vojqtax634 ","-1.519333","55.120853","2015-04-24 08:45:01.403000"
"591","2392520408","@dfozzy1970 all i have for them is now apathy... ","-1.691677","54.874077","2015-04-24 08:44:32.026000"
"592","274521432","@gonortheast the bus was 922 from heworth. i just want it clear that the 40 seconds he saved have cost me 1hr. ","-1.523532","54.912982","2015-04-24 08:44:22.822000"
"593","2494346363","@priceyt @patsykins_x @faireyfluff @steviewood_guc thats right.... blame it on a kid!! #dadexcuse!  ","-1.694831","55.171555","2015-04-24 08:44:21.666000"
"594","78029515","@ejwx__ im not babe! might pop in, have a good night  ","-1.741252","54.925875","2015-04-24 08:43:10.584000"
"595","262292837","perfect song for a sunny morning. edinburgh here we come!  http://t.co/e7amnbpuwg ","-1.617297","54.974322","2015-04-24 08:43:04.397000"
"596","45885706","@bodgmattandjojo xfactor geoffas ","-1.621179","55.048997","2015-04-24 08:42:59.162000"
"597","307551456","@rich_hopwood http://t.co/wtznroypyx ","-1.52097","54.914486","2015-04-24 08:42:58.443000"
"598","447989327","outfit ordered for next weekend!! hopefully itll be sunny or ill be cold haha!! #bringonthehangover ","-1.682288","54.856915","2015-04-24 08:41:57.722000"
"599","85858945","no way did immigration burst into sambuccas yesterday wonder how many they caught #onlyinashington ","-1.567267","55.177413","2015-04-24 08:41:44.769000"
"600","30735324","@kthopkins youre back!!  ive missed you  ","-1.606407","54.968638","2015-04-24 08:41:37.331000"
"601","371866986","wind 0 mph ---. barometer 997.2 hpa, falling quickly. temperature 20.1 c. rain today 0.0 mm. humidity 47% ","-1.583333","54.966667","2015-04-24 08:41:18.253000"
"602","41608790","@nicoletrakkas ill ring u after uni (2ish).  ","-1.574787","54.986629","2015-04-24 08:41:12.299000"
"603","382764027","counting down the hours til im in pop world tomorrow night ","-1.603786","54.963961","2015-04-24 08:41:01.627000"
"604","1251485750","@queasy_owl oops predictive text error on nemophilic! ","-1.649876","54.984237","2015-04-24 08:40:59.830000"
"605","3126555185","http://t.co/8a24gbghqq
fucking beast mode bro!!! ","-1.519333","55.120853","2015-04-24 08:40:55.033000"
"606","263400136","minor a167 ponteland road in newcastle upon tyne busy but moving inbound at cowgate roundabout. ","-1.656713","54.989952","2015-04-24 08:40:53.002000"
"607","208462057","@htc_uk yep. this is what it shows http://t.co/gfbzs7xase ","-1.711212","54.976942","2015-04-24 08:40:45.533000"
"608","1091967223","when love hurts it wont work ","-1.45466","55.05757","2015-04-24 08:40:20.392000"
"609","237005975","@r2ph thanks! i needed that. my little girl is making her feelings known for missing her bedtime last night for the vcs hustings last night ","-1.585941","54.90638","2015-04-24 08:40:15.845000"
"610","265904703","@aprilgibson3 will do  x ","-1.64787","54.958004","2015-04-24 08:40:02.611000"
"611","260138565","apologies to ask again my friends. where can i get seed potatoes from in newcastle? #allotment #seedpotatoes ","-1.601338","54.990551","2015-04-24 08:39:52.252000"
"612","1162943040","off to hopefully sunny cumbria later today for the most sober hen weekend ever. of course everyone else will be hammered. #pregnancyproblems ","-1.609234","54.993576","2015-04-24 08:38:58.673000"
"613","2457951877","trying to let it sink in.. http://t.co/0e7qyxj4dk ","-1.499695","55.006534","2015-04-24 08:38:52.126000"
"614","618413984","@pigeon_island @doncasterraces 
mr snoozy
golden spun
ellas delight
signore piccolo
#pigeonswoop4 ","-1.736172","54.974594","2015-04-24 08:38:34.517000"
"615","196302969","love morning traffic like :) x ","-1.598952","54.961751","2015-04-24 08:38:14.548000"
"616","78029515","happy birthday gorgeous!!  have an amazing day! @ejwx__ ","-1.740798","54.925847","2015-04-24 08:38:04.095000"
"617","265904703","@aprilgibson3 tell me about it lol have a nice time!! x ","-1.648228","54.958428","2015-04-24 08:37:28.798000"
